Keys,Definitions,Max_Probability_Label,Max_Probability,Second_Max_Probability_Label,Second_Max_Probability
tŏ,the most general classifier for things (usually not used with the number one),water,0.196533590555191,human activity,0.1922273635864257
tŏ,hot,human activity,0.3923731446266174,weather,0.1914796978235244
tŏ-tĕnh,emphatic form of tŏ,language,0.5152592658996582,animals activity,0.1383377462625503
tŏ,size,human activity,0.453240156173706,animals activity,0.122975155711174
tŏ aĭ,the same size,human activity,0.2429700493812561,water,0.2105156779289245
tŏ kră,"the size, age of an adult",human activity,0.5344990491867065,animals activity,0.1442411690950393
tŏ sĕt,"a little, few ",language,0.2473174631595611,human activity,0.2209565788507461
tŏk,"to go up, ascend",language,0.418064534664154,human activity,0.3425380885601043
tŏk,box,human activity,0.384236603975296,animals activity,0.1719053834676742
tŏk-bŏk,in the middle,human activity,0.3812439441680908,animals activity,0.1372217386960983
tŏl,(bound morpheme that occurs in tŏl-bơbŏl),language,0.7259780764579773,human activity,0.0615845508873462
tŏl-bơbŏl,of something small to fall and roll ,animals activity,0.3885263502597809,water,0.1395066082477569
tŏng ,"to scoop out, dip out ",human activity,0.4990699589252472,language,0.2448035180568695
tŏt ,to pierce hole through,human activity,0.3944721221923828,animals activity,0.1818750351667404
tôch,to finish ,human activity,0.5222215056419373,language,0.1609124988317489
tôl,squash,animals activity,0.5605801343917847,human activity,0.1327568590641021
tôm,"enough, all, complete",language,0.3390441238880157,human activity,0.3022287786006927
tôm-tĕch,intensive form of tôm,language,0.5203449130058289,human activity,0.1599670201539993
tôm,trap like pam but with bait inside,animals activity,0.3736340701580047,language,0.1579612791538238
tôn,to hit with a large stick,human activity,0.844335675239563,animals activity,0.0783644020557403
"tông, hnam tông",lookout tower,scenery,0.5748260021209717,human activity,0.3372086882591247
tơ,"locative to, at",language,0.4227945804595947,human activity,0.153742104768753
tơan,to boast ,human activity,0.464545875787735,language,0.2979288101196289
tơbang,to show clearly to to look into the distance,human activity,0.2737392485141754,language,0.2693881690502167
tơbang,to be muddy and smelly,human activity,0.5932221412658691,animals activity,0.1233889088034629
tơbăr,sticky,human activity,0.3477291464805603,animals activity,0.1467842906713485
tơbĭt,to push against each other with shoulder,human activity,0.8272631764411926,animals activity,0.0877325162291526
tơbla,chafed as when riding a horse,animals activity,0.6237090229988098,animals,0.2947800457477569
tơblah,"to fight battle, have war",human activity,0.9191278219223022,animals activity,0.0482961162924766
tơblang,to translate interpret explain,language,0.5961450934410095,human activity,0.2016148418188095
tơblay,rounded sides like a flower vase,scenery,0.3232773244380951,plants,0.2221580892801284
tơblĕl,to call something someone by wrong name,language,0.4648275375366211,human activity,0.4113325774669647
tơblĕo,to designate a rounded pustule-type elevation on skin,human activity,0.3917466104030609,language,0.2578530609607696
tơblĕnh,"tragedy, accident",language,0.4261293709278106,human activity,0.2867313325405121
tơblong,to make trouble by making false accusation,human activity,0.8500867486000061,language,0.0618769377470016
tơblŏt,short and homely,human activity,0.335271954536438,language,0.1987390369176864
tơblỡ,"to turn over, to translate",language,0.4963560998439789,human activity,0.382036030292511
tơblỡr,"slippery, smooth-surfaced",language,0.270987868309021,water,0.2449236810207367
tơblŭt,"to fall, sink as ground, hole in chair",human activity,0.4765736162662506,language,0.2148344069719314
tơbŏk,"middle, zenith",human activity,0.2975167334079742,language,0.1841708570718765
tơbôl,"to make friends, be friends with",human activity,0.8654870986938477,language,0.056489024311304
tơbỡr-tơbăr,of rice to be piled up (husked or unhusked rice),human activity,0.5569188594818115,animals activity,0.1477594524621963
tơbrăm,sore muscles from working,human activity,0.8698665499687195,animals activity,0.042861845344305
tơbronh,the color patterns of a fox or similar animals,animals,0.8946782946586609,animals activity,0.0681238025426864
tơbrônh,the color patterns of a tiger,animals,0.6229045391082764,animals activity,0.3560653626918793
tơbrônh-tơbranh-manh,to describe the sight of many tigers focusing on their color,animals activity,0.4468860328197479,animals,0.421669453382492
tobŭl,to roll up in a bunch,human activity,0.4467335641384125,animals activity,0.2443591207265854
tơbŭl-tơbônh-mônh,of many people to fall and roll up as a ball,human activity,0.9468834400177002,scenery,0.0111332098022103
"tơ'bang, khei tơ bang",first quarter moon ,animals activity,0.2255058735609054,language,0.1899123787879943
tơ'băk,"to hang on, hook over line",human activity,0.446260392665863,language,0.2550818026065826
tơ'băng,bamboo shoots  ,plants,0.8746024966239929,animals activity,0.0696429386734962
tơ'bet,to stab each other ,human activity,0.8153719902038574,animals activity,0.1420536488294601
tơ'bêl,a large load,human activity,0.5477691888809204,animals activity,0.1035827621817588
tơ'bĭch,"to make to lay down, lay someone down",human activity,0.4591125249862671,language,0.4395779967308044
tơ'bla,"fork in tree, forked stick, small branches",animals activity,0.3142377138137817,scenery,0.2836975157260895
to'blăk,to hang on a hook,human activity,0.6407833099365234,animals activity,0.1458978652954101
tơ'boch,a type of eruption that is very itchy,animals activity,0.3342212438583374,human activity,0.2875391244888305
tơ'bong,snout ,animals activity,0.4197424054145813,human activity,0.22867152094841
"tơ'bŏu, tơ'bâu",to make to look for by smelling e.g. dog after prey,animals activity,0.747572124004364,animals,0.2146573960781097
tơ'bôh,to show,human activity,0.2707155644893646,language,0.2064001560211181
tơ'bỡp,to meet,human activity,0.6829438209533691,animals activity,0.1031680628657341
tơ'buh,to have two objects with their heads facing each other,human activity,0.3381517231464386,water,0.1572727859020233
to'brê,to describe something rather large that is red,language,0.3895082771778106,animals activity,0.1429129689931869
tơchĕng,to think,human activity,0.4882755577564239,language,0.1675971746444702
tơchoh,"of birds to fight with, peck each other",animals activity,0.5387024879455566,animals,0.4537273347377777
tơchŭm,to kiss each other,human activity,0.9255684018135072,animals activity,0.03520467877388
tơda đak,wild duck,animals activity,0.5712847113609314,animals,0.4183627068996429
tơdai,"to hit, slug",human activity,0.3844869136810303,language,0.3559094667434692
tơdăm,young unmarried man,human activity,0.7725933194160461,language,0.092170774936676
tơdăng,"to be hard, stiff, not pliable",language,0.3564266860485077,human activity,0.176245242357254
tơdăng,to live in someone else's house temporarily,human activity,0.673760712146759,language,0.0947012528777122
"todăr, pơma tơdăr",to talk softly ,language,0.4601759910583496,human activity,0.3627364337444305
tơde ,a type of bird,animals activity,0.849617063999176,animals,0.1201285570859909
tơdeh,to wait a long time,human activity,0.407356321811676,language,0.1910070180892944
tơdĭu,storm,weather,0.8840872645378113,human activity,0.0460482500493526
tơdŏ,"to pound, to knock",human activity,0.8188449740409851,language,0.0811991021037101
tơdŏl,to swing,human activity,0.50928795337677,animals activity,0.2163539081811905
tơdŏng,"to rescue from trouble, help",human activity,0.6307410597801208,language,0.2373104095458984
tơdŏng,warp,human activity,0.3077485561370849,animals activity,0.1935010403394699
tơdra,mark musical note,human activity,0.3097735643386841,animals activity,0.1703212857246399
tơdra,to recognize,human activity,0.3109287321567535,language,0.1525930613279342
tơdrah,an area with thick clumps of pơle bamboo,plants,0.9095900654792786,scenery,0.0432794205844402
tơdrăng,"common, belonging to all",human activity,0.5284632444381714,language,0.1354022324085235
tơmam tơdrăng,things held in common,human activity,0.2701662182807922,language,0.1655576676130294
tơdre,"twilight, time of sun going down",language,0.2570368647575378,human activity,0.1678380519151687
tơdrong,"thing (abstract), subject, story, matter",language,0.4937719702720642,water,0.1274121552705764
tơdrŏ,to shake heavily move back and forth,human activity,0.6763942241668701,animals activity,0.1825904697179794
the tơdrŏ,earthquake,animals activity,0.3609953224658966,human activity,0.3341075778007507
"tơdrŏu, tơdrâu",six,human activity,0.4196454584598541,animals activity,0.1377370506525039
tơdrôp,"market basket, cage",animals activity,0.493449330329895,human activity,0.2528009414672851
tơdruh,to chase each other,human activity,0.6475014090538025,animals activity,0.2869798839092254
tơduă,"only those of one group, that group but no outsiders",human activity,0.5925345420837402,language,0.1053619012236595
toduĕr,"to go around very fast as propeller, wheel",animals activity,0.3900130689144134,human activity,0.3662146627902984
tơdut,the shape of a group of bees in the air,animals activity,0.8049736022949219,animals,0.1507360935211181
tơdŭk,(bound morpheme that occurs in tơdŭk-tơdăk),language,0.7020720839500427,human activity,0.08024512976408
tơdŭk-tơdăk,action and noise of fruit or similar things hitting the ground,human activity,0.5383545160293579,plants,0.1597457081079483
todŭk-tơdăk-măk,many roads branching off,human activity,0.4646410644054413,scenery,0.2150633037090301
tơđom,"to hold fast, not fall out, stick to, be caught in",language,0.4772873520851135,human activity,0.2143260389566421
tơđon,to make sacrifice,human activity,0.693471372127533,animals activity,0.1179670840501785
tơgar,"to argue over, compete to get something",human activity,0.8810620903968811,animals activity,0.0706821680068969
tơgăk,bushhook,plants,0.3366499245166778,animals activity,0.315398633480072
"tơgep, jang tơgep",to do things two at once,human activity,0.5597543716430664,language,0.099576860666275
"tơgĕch, pơm tơgĕch",to do something to get it over with,human activity,0.7057390213012695,animals activity,0.0724793896079063
tơgiĕp,horn of cow or carabao used to make sound,animals activity,0.5821914076805115,animals,0.4031226336956024
tơgĭng,to keep on carrying in hand for a long time,human activity,0.7223652601242065,animals activity,0.0940752401947975
tơgiot,of a rabbit to stick up its ears,animals activity,0.5288925170898438,animals,0.4637893736362457
tơglăng,"to roll on ground as horse, tiger ",animals activity,0.6747429370880127,animals,0.3111405670642853
tơgleh,to pull fingers (contest) ,human activity,0.7954240441322327,animals activity,0.0713895261287689
tơglĕch,dislocated joint ,human activity,0.4039788246154785,animals activity,0.1544295400381088
