,Keys,Definitions,0,1
3317,tor,the length of objects as opposed to their width i.e. the measurement of the length,10.427461,9.309104
3318,tŏ,the most general classifier for things (usually not used with the number one),8.434515,11.450225
3319,tŏ,hot,6.401796,10.007265
3320,tŏ-tĕnh,emphatic form of tŏ,12.126191,5.6017365
3321,tŏ,size,10.500827,9.305445
3322,tŏ aĭ,the same size,10.496977,9.343649
3323,tŏ kră,"the size, age of an adult",10.505422,9.302166
3324,tŏ sĕt,"a little, few ",10.571844,5.096391
3325,tŏk,"to go up, ascend",9.012688,7.608964
3326,tŏk,box,10.499206,8.300204
3327,tŏk-bŏk,in the middle,9.068158,7.847673
3328,tŏl,(bound morpheme that occurs in tŏl-bơbŏl),10.679041,6.939993
3329,tŏl-bơbŏl,of something small to fall and roll ,10.792106,9.944215
3330,tŏng ,"to scoop out, dip out ",7.9690475,9.246074
3331,tŏt ,to pierce hole through,9.183892,10.345833
3332,tôch,to finish ,8.392976,6.709555
3333,tôl,squash,9.833036,12.413851
3334,tôm,"enough, all, complete",10.433782,4.557549
3335,tôm-tĕch,intensive form of tôm,-2.0754502,10.658513
3336,tôm,trap like pam but with bait inside,8.460354,13.216396
3337,tôn,to hit with a large stick,9.395326,9.778439
3338,"tông, hnam tông",lookout tower,10.256753,7.670762
3339,tơ,"locative to, at",9.021679,7.528949
3340,tơan,to boast ,9.543354,6.4840226
3341,tơbang,to show clearly to to look into the distance,8.943132,7.510964
3342,tơbang,to be muddy and smelly,7.982129,10.874864
3343,tơbăr,sticky,9.518998,10.240517
3344,tơbĭt,to push against each other with shoulder,8.892859,9.425461
3345,tơbla,chafed as when riding a horse,11.502687,9.071942
3346,tơblah,"to fight battle, have war",9.970975,9.200087
3347,tơblang,to translate interpret explain,9.138328,6.2853494
3348,tơblay,rounded sides like a flower vase,10.474287,8.676664
3349,tơblĕl,to call something someone by wrong name,10.978486,6.0751114
3350,tơblĕo,to designate a rounded pustule-type elevation on skin,10.798575,11.269006
3351,tơblĕnh,"tragedy, accident",12.079993,6.9954047
3352,tơblong,to make trouble by making false accusation,8.270638,3.8537796
3353,tơblŏt,short and homely,8.944754,7.8002434
3354,tơblỡ,"to turn over, to translate",9.368396,5.366329
3355,tơblỡr,"slippery, smooth-surfaced",9.590201,10.263671
3356,tơblŭt,"to fall, sink as ground, hole in chair",9.066774,10.315077
3357,tơbŏk,"middle, zenith",9.107855,7.8365216
3358,tơbôl,"to make friends, be friends with",9.201844,6.040235
3359,tơbỡr-tơbăr,of rice to be piled up (husked or unhusked rice),10.523611,14.928149
3360,tơbrăm,sore muscles from working,7.0927634,7.8385863
3361,tơbronh,the color patterns of a fox or similar animals,11.687103,11.237297
3362,tơbrônh,the color patterns of a tiger,11.811255,11.248801
3363,tơbrônh-tơbranh-manh,to describe the sight of many tigers focusing on their color,11.795705,11.244921
3364,tobŭl,to roll up in a bunch,10.80349,9.91819
3365,tơbŭl-tơbônh-mônh,of many people to fall and roll up as a ball,10.805669,9.945349
3366,"tơ'bang, khei tơ bang",first quarter moon ,10.762999,7.1866126
3367,tơ'băk,"to hang on, hook over line",11.285533,7.623685
3368,tơ'băng,bamboo shoots  ,9.485529,14.637152
3369,tơ'bet,to stab each other ,9.941196,9.573307
3370,tơ'bêl,a large load,10.726186,9.606399
3371,tơ'bĭch,"to make to lay down, lay someone down",7.9683084,8.421896
3372,tơ'bla,"fork in tree, forked stick, small branches",8.844036,12.343086
3373,to'blăk,to hang on a hook,11.292811,7.6281686
3374,tơ'boch,a type of eruption that is very itchy,10.370594,6.9189315
3375,tơ'bong,snout ,10.920717,8.613045
3376,"tơ'bŏu, tơ'bâu",to make to look for by smelling e.g. dog after prey,11.328756,10.376376
3377,tơ'bôh,to show,8.94338,7.5290627
3378,tơ'bỡp,to meet,11.15968,5.3163524
3379,tơ'buh,to have two objects with their heads facing each other,10.454602,8.9236965
3380,to'brê,to describe something rather large that is red,11.003829,10.580537
3381,tơchĕng,to think,9.577735,6.0137134
3382,tơchoh,"of birds to fight with, peck each other",12.654713,9.663641
3383,tơchŭm,to kiss each other,11.098537,5.499461
3384,tơda đak,wild duck,12.400986,9.800256
3385,tơdai,"to hit, slug",9.386119,9.681759
3386,tơdăm,young unmarried man,11.46695,6.7955613
3387,tơdăng,"to be hard, stiff, not pliable",8.372057,9.0357485
3388,tơdăng,to live in someone else's house temporarily,7.234647,6.4018893
3389,"todăr, pơma tơdăr",to talk softly ,7.901978,5.405915
3390,tơde ,a type of bird,12.594542,9.681371
3391,tơdeh,to wait a long time,6.800537,6.482655
3392,tơdĭu,storm,9.812776,7.9416757
3393,tơdŏ,"to pound, to knock",9.462344,9.213493
3394,tơdŏl,to swing,9.464858,9.240121
3395,tơdŏng,"to rescue from trouble, help",9.240908,7.098132
3396,tơdŏng,warp,10.478857,7.821005
3397,tơdra,mark musical note,10.531886,6.7551208
3398,tơdra,to recognize,9.107549,6.3699574
3399,tơdrah,an area with thick clumps of pơle bamboo,9.474793,14.627911
3400,tơdrăng,"common, belonging to all",10.549012,4.9136724
3401,tơmam tơdrăng,things held in common,10.636489,4.9685383
3402,tơdre,"twilight, time of sun going down",5.981284,7.3047433
3403,tơdrong,"thing (abstract), subject, story, matter",9.840381,6.93296
3404,tơdrŏ,to shake heavily move back and forth,5.970902,4.867885
3405,the tơdrŏ,earthquake,10.285689,7.023068
3406,"tơdrŏu, tơdrâu",six,10.960896,6.839059
3407,tơdrôp,"market basket, cage",10.909687,15.463968
3408,tơdruh,to chase each other,9.140504,7.5990987
3409,tơduă,"only those of one group, that group but no outsiders",10.992821,6.008188
3410,toduĕr,"to go around very fast as propeller, wheel",10.7618,8.186715
3411,tơdut,the shape of a group of bees in the air,12.091854,10.025914
3412,tơdŭk,(bound morpheme that occurs in tơdŭk-tơdăk),10.689679,6.9662204
3413,tơdŭk-tơdăk,action and noise of fruit or similar things hitting the ground,13.208404,11.631135
3414,todŭk-tơdăk-măk,many roads branching off,9.489275,7.6584496
3415,tơđom,"to hold fast, not fall out, stick to, be caught in",8.190661,8.13506
3416,tơđon,to make sacrifice,12.003246,6.602762
3417,tơgar,"to argue over, compete to get something",8.435238,5.4538145
3418,tơgăk,bushhook,10.246601,7.2578588
3419,"tơgep, jang tơgep",to do things two at once,10.518675,5.5203886
3420,"tơgĕch, pơm tơgĕch",to do something to get it over with,9.270807,5.50507
3421,tơgiĕp,horn of cow or carabao used to make sound,11.38182,8.577052
3422,tơgĭng,to keep on carrying in hand for a long time,8.8743305,9.605842
3423,tơgiot,of a rabbit to stick up its ears,12.128158,9.2746935
3424,tơglăng,"to roll on ground as horse, tiger ",11.890328,11.180978
3425,tơgleh,to pull fingers (contest) ,8.7877,9.171056
3426,tơglĕch,dislocated joint ,9.300014,8.7504
3427,tơgloh,to come loose as a blade from its handle ,9.7440195,9.190796
3428,tơglong-gloh,to win by a mile ,11.242625,7.0965796
3429,tơglỡm,two people wrestling trying to throw each other down ,9.988238,9.395332
3430,tơglỡng-glơĭ (cheng-klŏng),bamboo or xylophone ,9.470351,14.636462
3431,tơglŭk-glĕk,any joint in body ,9.206837,8.680121
3432,tơgok,to split up ,7.6117325,12.183596
3433,tơgowi,small bird that sings at dawn,12.602211,9.645599
3434,tơgở,to be broken,9.056668,11.058288
3435,tơgỡng,to describe a stick,9.421777,9.854689
3436,tơgrĭn,to be tied up well,10.30743,10.077785
3437,tơgrŏl,"of a ball, log, rock to roll or be rolled",10.802145,9.946239
3438,tơguăt,"to tie a knot; to keep in the mind, remember and follow",10.308593,10.088311
3439,tơgŭm,to help,9.712684,7.190603
3440,tơhak,of tree to be split,8.697608,12.224072
3441,tơhek,to be torn,9.060618,11.060664
3442,tơhiap,to curse each other,10.942117,5.7582564
3443,tơhiĕng,the string of the crossbow,11.985548,8.769099
3444,tơhiong,to lose on purpose,9.6247835,5.234393
3445,tơhiŭl,of a rope to be,9.955137,10.415161
3446,tơhlăk,"to be caught hooked on something, be caught by the enemy",8.22616,7.992813
3447,tơhleh,of a seam to come apart,9.039393,11.032265
3448,tơhlĕl,"only one, very little",10.583178,5.1027803
3449,tơhli,to scare,6.579969,4.906123
3450,"tơhlŏu, tơhlâu",to point with finger,8.780382,9.05173
3451,tơhmă,to practice,9.007389,6.479874
3452,"tơhngơi, hiĕk tơhngơi",to designate long period of laughter,7.4610643,5.486595
3453,tơhoch,to throw something into a stream so that it will be carried away ,7.8683534,9.590031
3454,tơhôih,"to be out of breath, breathe hard, sigh",7.277931,8.463883
3455,tơhrông,"leap upon, pounce upon",7.560654,8.309212
3456,tơhrŭn-dŭn,messy clothes,8.224295,10.364455
3457,tơhueh,to be broken,9.053654,11.063324
3458,tơhuŏng,to drop something on purpose,9.622326,5.250386
3459,tơiung,"to raise someone up, make to stand (animate things)",7.432814,7.521603
3460,tơiung kơting,to make retribution for killing people,12.007975,6.9014206
3461,tơjĕr,to cut into small slices,8.0368185,12.133626
3462,tơjêr,to cut into large flat pieces,8.042962,12.1301985
3463,tơjrang,tree hut ,8.592449,12.070423
3464,tơjrao,to be a little ripe,9.922605,13.099657
3465,tơjră,to brace,10.330935,7.5948687
3466,tơju,a hut used when hunting,8.242936,12.044683
3467,tơjur,"to make to go down, pull down, put down, lower",7.9772296,8.473358
3468,tơkan,to go quickly to see or help someone,7.994727,7.501168
3469,tơket,to choke each other,9.959417,10.112281
3470,tơkĕch,"to yell, scream",12.629001,10.901127
3471,tơkhiĕn,a ring,9.870914,8.361378
3472,tơklah,"to part, split into groups",7.624625,12.177557
3473,tơklă,"to bump into each other, to hit the target ",9.5254,9.738431
3474,tơko ,thread used in weaving to pull up upper layer,10.346243,10.682424
3475,tơkoh,"to fight each other with swords, knives",9.9356165,9.313682
3476,tơkong,bone of lower leg,9.144388,8.680035
3477,"tơkong, plei tơkong",type of wild mango,9.899997,12.799508
3478,"tơkơi, đak tơkơi",waterfalls,7.1893377,10.380185
3479,tơkỡl,to fall down head over heels,7.9479837,8.447038
3480,tơkul,to have white dirty spots,11.139313,11.4573765
3481,tơkul-tơkal-mal,intensive form of tơkul,-2.0747,10.657781
3482,tơl,"to answer, to promise the spirits a sacrifice",11.978654,6.557259
3483,tơlak,twine made from bamboo ,9.479058,14.631712
3484,tơlang,"to arbitrate, judge, have trial; to interpret explain",9.103483,6.263868
3485,tơlang,to come untied ,10.3053,6.5393567
3486,tơlang,skeleton ,9.911108,7.639229
3487,tơlăk,to place on shoulder e.g. a blanket hung on shoulder when no longer for warmth when walking,8.544593,10.133419
3488,tơlăng,to look at each other,8.977101,7.533211
3489,tơleh,woodpecker ,9.054592,11.43918
3490,tơlei ,rope string cord ,9.966061,10.458966
3491,tơlĕch,"to let out, take out ",8.025188,9.253038
3492,tơlŏ,"stick used to beat gongs, drums ",9.470018,9.911172
3493,tơlỡ,"to push, shove",8.556294,8.971189
3494,tơluăn,naked-looking,8.707534,7.9105406
3495,tơlueng,(bound morpheme that occurs in tơlueng-tơluônh-mônh),10.639994,6.9685698
3496,tơlueng-tơluônh-mônh,to describe someone with eyes half shut as when drunk or dead,6.2516923,7.864488
3497,toluĕnh,of a small child to sleep curled up,11.108417,9.997022
3498,tơluh,to go quickly,7.970707,7.5186205
3499,tơluih,to make to wear down,7.9508905,8.458634
3500,tơluing,to describe a blind person's eyes,6.1631937,7.876634
3501,tơluỡng,to describe the way a cross-eyed person or person with eye defect looks,6.1305075,7.8401227
3502,to'lĕnh,"to beat, hurt",9.768302,9.259591
3503,tơm,trunk of tree; classifier for trees,8.734401,12.138045
3504,tơm,"main, principal; owner ",9.922825,7.1707287
3505,măng tơm,the main door,9.823846,7.4371247
3506,tơmam,"thing, item, object",9.956585,7.4272523
3507,tơmang,to look far away ,9.034684,7.5701933
3508,tơmăn,plains,10.041461,7.4513516
3509,tơmĭl,to be angry at each other,7.480177,4.7320304
3510,tơmo,"stone, rock",10.112357,8.703576
3511,tơmoi,guest stranger foreigner outsider,11.005573,6.0550413
3512,tơmŏk,to be successful in hunting,11.302438,10.369237
3513,"tơmông, iĕr tơmông",rooster,12.705261,9.420595
3514,tơmỡt,to make to enter,8.7521515,6.964162
3515,tơ'moih,to lure bait someone,8.595909,13.272916
3516,tơ'mok,to sit on haunches,8.547055,5.0101123
3517,tơ'mỡng,"stem that makes new leaf, flower",9.328259,12.119147
3518,tơ'mret,"to do just a little, move just a little",9.046745,5.380173
3519,tơnang,betel,10.27369,7.6819677
3520,tơnang,door made of bamboo,9.478336,14.633066
3521,tơnang,area with rocks unfit for field,9.238057,11.320541
3522,tơnanh,woof,10.175114,7.363467
3523,tơnăr,woven bamboo wall,9.490571,14.633599
3524,tơneh,papaya,9.949126,7.263533
3525,tơneh,cigarette lighter,6.4444942,10.699449
3526,tơnei,"father-in-law, mother-in-law",12.280505,7.4883065
3527,tơnen,"to be conscientious, dependable",8.584277,6.0633297
3528,tơno,"male animals, non-producing plants",12.259513,8.223611
3529,tơnŏ,to be warm,6.372966,10.003564
3530,ao tơnŏ,"coat, warm clothing",8.25083,10.291131
3531,tơnôn,"stick used to hit with, club",9.424208,9.871269
3532,tơnơm,"classifier for plants, trees",8.540794,11.758805
3533,tơnuh,hearth,10.195114,7.5652275
3534,tơnuh ŭnh,ashes,6.053375,10.660767
3535,tơnung,"stick used to carry something on shoulder, oxcart tongue",9.28312,9.795376
3536,tơnŭng-long tơnŭng,type of tree with large useable bark,8.796674,12.243119
3537,tơ'nỡng,to catch drips of water ,7.362846,10.377552
3538,tơng,"to think, guess ",9.589833,6.0299673
3539,tơng gơrơng,to completely finish,8.404797,6.714945
3540,tơngah,"in a few days, soon ",6.034319,6.7676663
3541,tơngiĕt,cold ,6.402168,9.918624
3542,"tơnglang, đak tơnglang",bamboo water system of Bahnar,9.811623,14.632554
3543,tơnglăp,small box ,10.5679,8.467556
3544,tơnglỡp,lid cover ,8.773327,10.062118
3545,tơngưih,"to moan, groan, feel nauseated",12.94697,11.232713
3546,tơ'ngam-sơnĕnh tơ'ngam,molars,6.3641124,9.082616
3547,tơ'ngĕl,of person to have small head ,10.489824,8.9569235
3548,tơ'ngiơh,fingernail ,10.170288,7.8430586
3549,tơ'ngla,"owner, landlord; self; honorific used with acquaintances for 'you' ",11.017772,6.0291586
3550,tơ'ngot,of trees to rub against each other ,8.745096,12.174424
3551,tơ'ngot,to hit by mistake because tall,9.19561,9.379068
3552,tơ'ngơr,roof of mouth ,7.3929586,9.264283
3553,tơ'ngum,to cook in the coals with leaves around ,6.542097,10.885706
3554,tơ'nguỡ,a tune melody ,10.562283,6.718689
3555,tơnh,fussy in choosing ,9.620751,6.631402
3556,tơpa,type of turtle that lives in water,10.264711,12.244306
3557,tơpai,rabbit,12.119771,9.173206
3558,tơpang,"(bound morpheme that occurs in towpang ti, tơpang jỡng)",10.649386,6.96503
3559,tơpang ti,hand,8.928357,9.230057
3560,tơpang jỡng,foot,9.347306,8.487517
3561,tơpă,"truly, really",9.629625,5.9397454
3562,tơpăt,"straight, honest, truthful",9.548577,5.9751067
3563,tơphĕ,to break off as fruit from tree of its own accord ,9.643101,12.720121
3564,tơpi ,to fan each other,10.811217,8.237139
3565,tơpiêt,facial expression indicating unbelief,11.264357,11.123062
3566,tơplễ,to designate person with big stomach,11.64581,8.308183
3567,tơplih,to change,9.200556,5.5195584
3568,tơplŏ,"of paint, skin to peel, flake",10.094445,11.540612
3569,tơplŏng,to jump,7.5424337,8.325283
3570,tơplôch,to straighten out wire; to let fish go from hand accidentally,8.957419,13.417011
3571,tơpôl,"crowd, flock, herd",11.122763,9.124883
3572,topỗ,to become good friends,9.07871,6.0391445
3573,tơpơh,seven,10.946585,6.8343267
3574,tơpỡk,to make to fall over,7.953405,8.4537
3575,tơprah,to splash; to shoot each other,7.8515406,10.1103945
3576,tơprŭp,to make bilabial trill--spit showing unbelief,10.166188,6.3940864
3577,tơpu,"bird nest, nest, den",12.63833,9.607762
3578,tơpung,"flour, dough",10.164837,7.2153835
3579,tơpŭ,to bear a child,12.214979,7.838367
3580,"tơpŭ, măt tơpŭ",having same name,10.822537,6.129813
